"
Nom du Dossier/ Numero de la fiche",LatLong,MRC,Eau Souterraine,Sol,etat ,Date de creation ou date de mise a jour
Mosaicultures Internationale de Montreal,"45.5600162117
? -73.5625716132",Ville de Montreal,"Aluminium (Al), Cuivre (Cu), Zinc (Zn)","Anthracene, Arsenic (As), Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Chrysene, Dichloromethane (pot), etain (Sn), Fluoranthene, Fluorene, Indeno(1,2,3-cd)pyrene, Phenanthrene, Plomb (Pb), Pyrene, Zinc (Zn)",R : Non terminee,11/11/13
Motel Metro,"45.5522925403
? -73.6572148398",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1996
Q : <= C",4/6/00
Moulage d'aluminium Howmet ltee,"45.5817132828
? -73.6317578041",Ville de Montreal,,Biphenyles polychlores (BPC),R : Non terminee,11/14/16
Municipal Taxi inc.,"45.5395761409
? -73.5812723108",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2000
Q : Plage B-C",11/14/00
Musee des Beaux-Arts,"45.4984008294
? -73.5792937294",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Plomb (Pb)","R : Terminee en 1989
Q : Non precisee",12/12/02
Nadia Vitale,"45.5536431163
? -73.5745529485",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Hydrocarbures petroliers C10 a C50, Methyl naphtalenes (chacun)","R : Terminee en 2019
Q : <= B",12/28/22
NAR Immobilier inc. - Arr. Verdun,"45.4594812596
? -73.5676199648",Ville de Montreal,,Hydrocarbures aromatiques polycycliques*,"R : Terminee en 2009
Q : Plage A-B",9/21/11
Natrel inc.,"45.5265696105
? -73.6581239691",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2001
Q : Plage B-C",6/30/16
Nettoyeur Rose 98 inc.,"45.4904861714
? -73.6216911838",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2013
Q : <= B",2/28/13
Nettoyeurs et teinturiers Star enr.,"45.4735802377
? -73.5698711392",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 1996
Q : Non precisee",5/26/04
Norampac inc. division Montreal,"45.5425011097
? -73.5747181676",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2011
Q : Plage A-B",8/9/11
Norco Calex ltee,"45.447981
? -73.657955",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2005
Q : <= C",2/6/08
northem telecom,"45.4467337288
? -73.6666307998",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Plomb (Pb)",R : Non terminee,11/30/10
Northern Telecom Canada ltee,"45.4986879088
? -73.6514355445",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1995
Q : Plage B-C",9/28/00
Northern Telecom Canada ltee,"45.4890593098
? -73.7449422035",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures chlores*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2001
Q : Non precisee",1/14/05
Northern Telecom Canada.ltee,"45.4890593098
? -73.7449422035",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1996
Q : Plage B-C",1/14/05
Northwest Construction,"45.4558206701
? -73.8900074114",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1993
Q : Plage A-B",9/26/00
Nouveau centre ambulatoire,"45.5775879801
? -73.5624528791",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Chrysene, Hydrocarbures petroliers C10 a C50, Indeno(1,2,3-cd)pyrene, Methyl naphtalenes (chacun), Phenanthrene","R : Terminee en 2003
Q : Non precisee",3/30/06
Nouvelle Maison du Pere,"45.5140716881
? -73.5563977487",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2005
Q : <= B",4/3/06
Nova Chimie,"45.6383238162
? -73.5186509107",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Benzo(g,h,i)perylene, Chrysene, Dibenzo(a,l)pyrene, ethylbenzene (pot), Fluoranthene, Hydrocarbures petroliers C10 a C50, Indeno(1,2,3-cd)pyrene, Methyl naphtalenes (chacun), Naphtalene (pot), Phenanthrene, Pyrene, Styrene (pot)","R : Terminee en 2009
Q : <= C",3/5/10
Novacor Chimie (Canada) ltee,"45.6383238162
? -73.5186509107",Ville de Montreal,,Cuivre (Cu),"R : Terminee en 1991
Q : Non precisee",2/7/08
OBNL Citadelle de Saint-Ambroise,"45.4691666667
? -73.5902777778",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2005
Q : <= B",5/10/05
OBNL L'Habitation -22 (ancien lot 4 499 008),"45.4887167105
? -73.5640157615",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2018
Q : <= B",6/21/18
Office municipal d'habitation de Montreal (Les habitations Cousineau),"45.5282567086
? -73.7228363208",Ville de Montreal,,"Chrome total (Cr), Composes phenoliques*, Nickel (Ni)","R : Terminee en 1994
Q : Non precisee",2/28/05
Office Municipal d'habitation de Verdun,"45.450554821
? -73.5669789354",Ville de Montreal,,Hydrocarbures aromatiques monocycliques * (pot),"R : Terminee en 1998
Q : > C",8/14/00
OHMH - Habitations Anne-Greenut,"45.4899855146
? -73.568087523",Ville de Montreal,,"Anthracene, Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Benzo(g,h,i)perylene, Chrysene, Cuivre (Cu), Dibenzo(a,h)anthracene, Fluoranthene, Indeno(1,2,3-cd)pyrene, Methyl naphtalenes (chacun), Phenanthrene, Selenium (Se), Zinc (Zn)","R : Terminee en 2004
Q : <= B",11/14/05
Olymbec holding S.E.N.C.,"45.4546258392
? -73.6342871502",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 1999
Q : Plage B-C",12/11/02
OMHM - Habitations l'Assomption,"45.5704762688
? -73.5503890383",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Chrysene, Cuivre (Cu), Dibenzo(a,h)anthracene",R : Non terminee,2/21/06
OMHM - Residence Saint-Eugene,"45.5564003392
? -73.5850278504",Ville de Montreal,,Hydrocarbures aromatiques polycycliques*,"R : Terminee en 2006
Q : <= B",4/21/06
Oree du Parc (Montreal),"45.5341666667
? -73.5891666667",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2008
Q : <= B",3/25/08
OSBL ecole des Sages,"45.5266997476
? -73.549261776",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1992
Q : Non precisee",9/9/99
OSBL Ma Chambre inc.,"45.5163368471
? -73.5761190242",Ville de Montreal,,"Composes phenoliques*, Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Plomb (Pb), Zinc (Zn)","R : Terminee en 1993
Q : Plage A-B",8/11/00
Ottavio Ferro et succession Guiseppe Ferro,"45.5382882783
? -73.679183906",Ville de Montreal,Hydrocarbures petroliers C10 a C50,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2020
Q : <= B",11/26/20
Outil et Matrice Harrington inc.,"45.4426804157
? -73.665103949",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1997
Q : > C",8/14/00
Outillage et matrice Cianci inc.,"45.6012473536
? -73.6071015752",Ville de Montreal,,Benzo(b+j+k)fluoranthene,R : Non terminee,11/2/09
Ovale Ford Lincoln inc.,"45.4549638889
? -73.6303777778",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2013
Q : Non precisee",5/1/13
Parc Albert-Saint-Martin,"45.5258521916
? -73.5832368135",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Zinc (Zn)","R : Terminee en 2004
Q : <= C",8/31/04
Parc Angus (bande terrain a l'est de la 7e Avenue entre boul. Saint-Joseph & rue Guilford,"45.5473680915
? -73.5685153509",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2004
Q : <= B",12/8/05
Parc archeologique de la Pointe des Seigneurs,"45.4863709035
? -73.565554598",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Benzo(g,h,i)perylene, Chrysene, Cuivre (Cu), Dibenzo(a,h)anthracene, Dibenzo(a,l)pyrene, Fluoranthene, Indeno(1,2,3-cd)pyrene, Phenanthrene, Plomb (Pb), Pyrene, Zinc (Zn)",R : Non terminee,10/16/13
Parc De Bullion,"45.515950618
? -73.5716982966",Ville de Montreal,,Hydrocarbures aromatiques polycycliques*,"R : Terminee en 2004
Q : <= C",10/18/04
Parc d'entreprises du Canal,"45.4844815327
? -73.5627208973",Ville de Montreal,,"Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,12/12/02
Parc du bassin et prolongement de la rue Square Sir Georges-etienne-Quartier Ouest,"45.4718253347
? -73.5835665121",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 1998
Q : Plage A-B",12/20/01
Parc Felix-Leclerc,"45.5905564671
? -73.5636586516",Ville de Montreal,,"Cuivre (Cu), Plomb (Pb)",R : Non terminee,11/13/15
Parc Frank-Selke,"45.4783861681
? -73.5515348251",Ville de Montreal,,"Cuivre (Cu), Plomb (Pb), Zinc (Zn)","R : Non necessaire
Q : Non precisee",1/17/17
Parc Giovannina-Di Tomasso,"45.5483678019
? -73.6201252711",Ville de Montreal,Huiles et graisses totales*,Hydrocarbures aromatiques polycycliques*,R : Non terminee,1/24/18
Parc Hebert,"45.574457495
? -73.5917213775",Ville de Montreal,,"Biphenyles polychlores (BPC), Hydrocarbures petroliers C10 a C50","R : Terminee en 2013
Q : <= C",12/13/13
Parc industriel l'Assomption,"45.5676339646
? -73.54767052",Ville de Montreal,,"Arsenic (As), Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb)","R : Terminee en 1993
Q : Plage B-C",9/25/20
"Parc Jean-Brillant, arrondissement NDG/CDN","45.4969429269
? -73.6197474487",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2008
Q : <= C",8/24/10
Parc Jean-Drapeau - Reamenagement phase I,"45.5141126657
? -73.5340778564",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,8/9/17
Parc Lafond,"45.5519016111
? -73.5684453197",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Nickel (Ni), Plomb (Pb), Zinc (Zn)",R : Non terminee,5/7/19
Parc Le Ber (phase I),"45.478222745
? -73.5546556643",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2003
Q : <= C",9/28/04
Parc Le Ber (phase II),"45.478222745
? -73.5546556643",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*, Soufre total (S)","R : Terminee en 2006
Q : Non precisee",12/15/06
Parc Levis (partie commerciale),"45.4799836814
? -73.5753281614",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2002
Q : <= C",4/11/03
Parc Mederic-Martin,"45.535143114
? -73.5556243037",Ville de Montreal,"Cyanure total (CN-), Sulfures (H2S), Zinc (Zn)","Arsenic (As), Cuivre (Cu), Cyanure disponible (CN-), Hydrocarbures aromatiques polycycliques*, Mercure (Hg), Zinc (Zn)",R : Non terminee,1/16/14
Parc Morgan Ville de Montreal - Arr. Mercier - Hochelaga- Maisonneuve,"45.5513208008
? -73.5318942585",Ville de Montreal,,"Benzo(a)anthracene, Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(g,h,i)perylene, Fluoranthene, Indeno(1,2,3-cd)pyrene, Phenanthrene",R : Non terminee,8/12/15
Parc municipal,"45.6676779073
? -73.4925180576",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50",R : Non terminee,4/22/21
Parc Pere-Marquette (Jeux d'eau),"45.5388101223
? -73.5925469778",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Non necessaire
Q : Non precisee",3/30/17
Parc Pere-Marquette (Skateparc),"45.5388101223
? -73.5925469778",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Non necessaire
Q : Non precisee",3/30/17
Parc Pierre-Maguet,"45.6315186008
? -73.5842652365",Ville de Montreal,,"Cuivre (Cu), Zinc (Zn)","R : Terminee en 1994
Q : Non precisee",9/9/99
Parc Raymond-Blain,"45.5214876716
? -73.5587728338",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*",R : Non terminee,11/13/15
Parc Regional de l'Ile-de-la-Visitation,"45.5752490495
? -73.662391249",Ville de Montreal,,"Cuivre (Cu), Plomb (Pb), Zinc (Zn)",R : Non terminee,2/4/05
Parc Rouen-Bennett,"45.5552096312
? -73.5416016463",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2001
Q : Non precisee",12/1/03
Parc Roy-Rivard,"45.5200982995
? -73.5722024656",Ville de Montreal,,"Anthracene, Arsenic (As), Baryum (Ba), Benzo(a)pyrene, Benzo(b+j+k)fluoranthene, Benzo(c)phenanthrene, Benzo(g,h,i)perylene, Chrysene, Cuivre (Cu), Dibenzo(a,l)pyrene, etain (Sn), Fluoranthene, Indeno(1,2,3-cd)pyrene, Methyl naphtalenes (chacun), Phenanthrene, Plomb (Pb), Pyrene, Zinc (Zn)","R : Terminee en 2006
Q : > C",10/8/13
Parc Saint-Augustin,"45.4771777778
? -73.5777055556",Ville de Montreal,,Zinc (Zn),"R : Terminee en 2002
Q : > C",4/22/15
Parc Saint-Charles/Atwater,"45.4774291534
? -73.573738704",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1997
Q : <= B",7/13/99
Parc Sainte-Anne,"45.4916459627
? -73.5596199136",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Plomb (Pb), Zinc (Zn)","R : Terminee en 2002
Q : > C",6/29/06
Parc Saint-Michel,"45.524129783
? -73.5928855999",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2009
Q : <= C",11/16/10
Parc Saint-Pierre- Claver,"45.5241350471
? -73.5928992894",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2009
Q : Plage C-D",11/13/15
Parc Sir-Georges-etienne-Cartier,"45.4722037272
? -73.5829403822",Ville de Montreal,,"Cuivre (Cu), Hydrocarbures petroliers C10 a C50, Plomb (Pb), Zinc (Zn)","R : Terminee en 1996
Q : Plage A-B",9/26/00
Parc Villeray (Terrain de baseball),"45.5474901225
? -73.6214464565",Ville de Montreal,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2017
Q : Non precisee",4/23/20
Parc Wilfrid-Laurier Ville de Montreal - Arr. Plateau-Mont-Royal,"45.5323949863
? -73.5866065391",Ville de Montreal,Hydrocarbures aromatiques polycycliques*,"Cuivre (Cu), etain (Sn), Hydrocarbures aromatiques polycycliques*, Plomb (Pb)","R : Terminee en 2011
Q : Non precisee",5/8/15
Paroisse Saint-Pascal Baylon,"45.502
? -73.6355555556",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,"R : Terminee en 2003
Q : <= B",2/2/04
Partie arriere (ancienne raffinerie de goudron),"45.5299377108
? -73.5944835676",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures lourds*","R : Terminee en 2004
Q : <= B",10/17/06
Partie avant (edifice Belair),"45.5299377108
? -73.5944835676",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2001
Q : Plage A-B",10/17/06
Partie du lot 4 769 925 (Parc a la Loutre),"45.4703244605
? -73.5870234508",Ville de Montreal,Metaux*,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*","R : Terminee en 2021
Q : > C",12/2/22
partie du lot 5 098 581 -phase 2B + Phase 3,"45.4901929133
? -73.562775624",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,4/21/17
Partie du lot 6 380 793 (lots proejtes 2 et 11),"45.5164805556
? -73.5521305556",Ville de Montreal,"Baryum (Ba), Cuivre (Cu), Phenol","Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,8/5/22
Partie du terrain qui n'est pas associee au stationnement,"45.4679541278
? -73.5980508777",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,6/14/11
Passerelle,"45.4788888889
? -73.5522222222",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*","R : Terminee en 2002
Q : <= B",5/23/03
Paul Cadieux,"45.4986291597
? -73.5981291061",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,3/9/05
Pavillon J.H. Charbonneau,"45.5426497036
? -73.5581371349",Ville de Montreal,,"Hydrocarbures aromatiques polycycliques*, Metaux*",R : Non terminee,3/3/08
Pavillon Provost,"45.4422092016
? -73.6673651293",Ville de Montreal,,Hydrocarbures petroliers C10 a C50,R : Non terminee,9/26/00
Peintures Prolux inc. (1),"45.6438802153
? -73.5585752936",Ville de Montreal,,Hydrocarbures aromatiques monocycliques * (pot),R : Non terminee,2/25/10
Peintures Prolux inc. (2),"45.6438802153
? -73.5585752936",Ville de Montreal,,"ethylbenzene (pot), Hydrocarbures legers*, Toluene (pot), Xylenes (o,m,p) (pot)",R : Non terminee,2/25/10
"PEPSC - Bande de terrain, ecran etancheite & systeme de pompage","45.4864805556
? -73.5376222222",Ville de Montreal,"Azote ammoniacal (NH4+), Biphenyles polychlores (BPC), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","Biphenyles polychlores (BPC), Hydrocarbures aromatiques monocycliques * (seringue), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50, Metaux*",R : Non terminee,2/25/20
Petr-Canada - Station-service #12987,"45.5896412985
? -73.6367609133",Ville de Montreal,"Benzene, ethylbenzene, Hydrocarbures petroliers C10 a C50, Toluene, Xylenes (o,m,p)","Benzene (pot), ethylbenzene (pot), Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2001
Q : <= C",8/8/17
Petro-Canada,"45.5551015457
? -73.6687630091",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 2000
Q : Plage B-C",5/24/06
Petro-Canada,"45.4895746727
? -73.7263042997",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50",R : Non terminee,8/4/00
Petro-Canada,"45.5512268759
? -73.6151648968",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)",R : Non terminee,10/2/02
Petro-Canada,"45.5323921997
? -73.572722223",Ville de Montreal,,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures petroliers C10 a C50","R : Terminee en 2000
Q : Plage A-B",12/20/01
Petro-Canada,"45.6414567107
? -73.5011930064",Ville de Montreal,ethylbenzene,"Hydrocarbures aromatiques monocycliques * (pot), Hydrocarbures aromatiques polycycliques*, Hydrocarbures petroliers C10 a C50","R : Terminee en 2000
Q : Plage B-C",6/3/15
Petro-Canada,"45.5350623983
? -73.6184993012",Ville de Montreal,,"Xylenes (o,m,p) (pot)",R : Non terminee,3/11/05
Petro-Canada,"45.4648145938
? -73.615589849",Ville de Montreal,,Hydrocarbures aromatiques monocycliques * (pot),R : Non terminee,3/3/05
Petro-Canada,"45.5359541126
? -73.608565257",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2000
Q : Plage B-C",8/21/02
Petro-Canada,"45.5603832422
? -73.5427839441",Ville de Montreal,,"Benzene (pot), ethylbenzene (pot), Hydrocarbures petroliers C10 a C50, Toluene (pot), Xylenes (o,m,p) (pot)","R : Terminee en 2000
Q : Plage A-B",12/20/01
